Date,ProductID,SalesRepID,UnitsSold,RevDiscount,COGS
20240314,3,14,79,0.3975,753.3980529
20240310,3,1,86,0.3875,778.2336976
20240123,3,2,91,0.4075,860.7406318
20240205,1,16,56,0.3975,1123.356304
20240128,7,12,139,0.4475,1025.806338
20240315,2,4,103,0.4475,1050.612232
20240103,2,2,95,0.4075,954.3091909
20240306,1,2,59,0.3975,1124.356304
20240205,10,4,95,0.3875,921.948312
20240113,2,19,113,0.4475,1141.984968
20240130,8,3,9,0.05,73.57675192
20240309,16,16,171,0.4275,2714.646861
20240222,5,22,135,0.4475,1260.026619
20240303,9,3,81,0.3875,1126.958461
20240314,1,15,247,0.4975,4717.096477
20240102,5,3,7,0.04,57.18364753
20240225,1,15,78,0.3875,1499.808405
20240313,3,2,104,0.4275,957.1379959
20240108,4,17,93,0.3975,1003.798254
20240215,3,4,105,0.4375,964.0832108
20240309,3,4,81,0.4075,752.3980529
20240306,2,14,44,0.3875,474.6545955
20240224,4,4,8,0.03,74.12070604
20240305,1,9,93,0.3875,1799.370087
20240217,10,5,131,0.4275,1304.093442
20240208,2,19,253,0.4875,2544.157842
20240111,9,11,98,0.4475,1366.235274
20240119,2,3,205,0.4775,2055.572943
20240121,15,23,166,0.4275,2148.961966
20240103,3,17,214,0.4875,1958.002066
20240314,3,11,127,0.4275,1180.768369
20240218,3,2,92,0.3975,858.7406318
20240215,1,11,8,0.04,130.0582355
20240214,4,12,212,0.4775,2258.296072
20240309,8,1,90,0.3875,840.0268351
20240116,3,7,225,0.4875,2040.509001
20240124,11,2,220,0.4975,4896.405473
20240220,4,2,114,0.4375,1211.714557
20240118,3,1,158,0.4475,1423.289171
20240105,14,2,251,0.4775,1976.138979
20240309,11,5,239,0.4975,5307.555937
20240104,4,23,239,0.4875,2504.995636
20240110,14,13,188,0.4375,1505.391603
20240226,10,9,65,0.3975,662.6503493
20240205,4,1,67,0.4075,740.6528756
20240109,2,7,69,0.3875,714.9818932
20240218,1,6,57,0.3975,1158.801514
20240103,10,3,71,0.3875,689.461234
20240308,7,9,56,0.3875,424.5859742
20240303,1,16,46,0.3975,900.6850433
20240104,9,4,81,0.3875,1101.149926
20240307,3,2,61,0.3875,553.6033247
20240308,3,5,116,0.4275,1071.42579
20240207,3,22,59,0.3875,570.4937546
20240219,1,3,7,0.04,111.3356304
20240130,1,1,57,0.3875,1123.356304
20240314,11,16,69,0.3875,1571.201759
20240105,6,1,57,0.3975,609.1124705
20240210,15,2,8,0.05,87.49841523
20240208,3,8,92,0.3875,860.7406318
20240222,5,2,151,0.4475,1436.774836
20240224,14,8,104,0.4475,847.3452768
20240113,2,2,8,0.05,71.5121285
20240113,2,18,8,0.05,68.5121285
20240301,14,12,69,0.3875,562.8968512
20240112,3,19,7,0.05,52.67128949
20240223,12,20,75,0.4075,747.5842817
20240301,3,16,117,0.4275,1065.480575
20240214,6,15,250,0.4975,2559.272376
20240311,2,4,175,0.4375,1767.594125
20240206,1,8,95,0.4075,1799.370087
20240204,1,2,119,0.4275,2321.603028
20240308,1,10,92,0.3875,1796.370087
20240224,12,21,67,0.3975,710.2377406
20240113,1,2,81,0.4075,1570.698826
20240213,1,17,167,0.4475,3165.120256
20240223,11,10,44,0.3875,1049.801173
20240301,1,4,88,0.3975,1720.479666
20240122,12,10,250,0.4775,2478.832092
20240311,2,4,7,0.03,59.58182443
20240225,2,2,11,0.2075,118.1636489
20240202,4,15,79,0.3875,875.4484725
20240305,1,12,236,0.4775,4492.425216
20240116,12,4,65,0.3875,667.8911994
20240308,12,8,180,0.4275,1781.430987
20240211,10,4,91,0.3975,920.948312
20240201,14,18,187,0.4275,1507.391603
20240301,3,1,91,0.4075,859.7406318
20240119,3,3,117,0.4275,1074.42579
20240117,2,9,9,0.05,81.44243258
20240306,10,14,8,0.03,65.22539775
20240210,9,2,221,0.4775,3016.960163
20240105,5,3,71,0.4075,663.2037703
20240209,8,18,179,0.4375,1609.476918
20240216,15,11,8,0.03,87.49841523
20240128,1,15,8,0.04,131.0582355
20240306,6,3,165,0.4475,1705.514917
20240218,1,1,161,0.4375,3034.062021
20240312,3,22,92,0.4075,860.7406318
20240308,12,3,217,0.4875,2172.896398
20240301,15,4,95,0.3875,1225.406837
20240210,8,1,170,0.4375,1547.84726
20240125,15,21,221,0.4875,2852.163799
20240121,7,22,6,0.05,37.54883119
20240128,9,23,168,0.4475,2292.129724
20240117,7,4,228,0.4775,1640.356001
20240312,11,18,58,0.3975,1330.85149
20240124,16,2,79,0.3975,1294.626911
20240214,9,21,166,0.4275,2279.725456
20240228,14,5,71,0.3975,562.8968512
20240203,6,1,8,0.05,71.06312155
20240229,12,8,54,0.4075,543.0149407
20240314,10,2,7,0.1875,117.243539
20240122,1,13,90,0.3975,1741.202271
20240225,1,13,83,0.3975,1574.698826
20240213,1,24,8,0.03,130.0582355
20240307,6,13,152,0.4275,1581.692423
20240214,6,25,83,0.3975,851.7574586
20240115,2,14,185,0.4475,1867.897166
20240205,2,13,44,0.3875,477.6545955
20240101,3,1,91,0.3875,858.7406318
20240224,1,5,220,0.4975,4211.58614
20240114,5,12,7,0.03,56.18364753
20240124,3,8,187,0.4275,1719.481264
20240129,4,1,75,0.4075,794.8819513
20240107,3,1,79,0.3875,749.3980529
20240215,3,7,144,0.4475,1304.001378
20240306,1,6,7,0.05,112.3356304
20240227,2,1,71,0.3875,714.9818932
20240227,7,3,7,0.04,44.65859742
20240222,2,3,68,0.4075,715.9818932
20240128,7,13,223,0.4975,1620.026702
20240219,2,18,7,0.03,61.58182443
20240125,14,25,87,0.3975,707.121064
20240305,6,2,7,0.05,62.91124705
20240122,3,4,43,0.3975,431.3703159
20240204,7,11,54,0.3875,391.037143
20240115,2,12,6,0.04,48.65152036
20240204,5,1,63,0.3975,609.0201228
20240303,3,2,6,0.04,46.72607458
20240220,5,21,100,0.4275,958.5165572
20240205,7,2,114,0.4275,840.952416
20240212,5,16,131,0.4375,1234.434795
20240209,1,13,227,0.4875,4270.753956
20240209,1,13,183,0.4275,3499.127148
20240104,2,1,142,0.4475,1429.963786
20240107,7,16,254,0.4975,1819.100157
20240119,7,4,175,0.4275,1277.757923
20240207,6,9,249,0.4775,2566.42425
20240202,9,3,85,0.4075,1165.171263
20240201,5,14,105,0.4275,991.3056555
20240221,7,2,115,0.4475,830.8426497
20240208,6,1,103,0.4375,1078.098698
20240119,5,2,8,0.04,66.38092212
20240301,3,11,207,0.4975,1876.495132
20240110,3,1,74,0.3875,695.7267634
20240122,1,21,128,0.4475,2451.661264
20240205,1,1,70,0.3875,1346.027565
20240217,13,7,165,0.4275,596.1975936
20240225,4,3,215,0.4975,2258.296072
20240111,16,10,23,0.245,368.1791174
20240302,13,18,229,0.4775,821.7716912
20240129,6,3,9,0.05,81.21499606
20240208,5,2,7,0.03,57.18364753
20240223,5,3,104,0.4275,992.3056555
20240109,1,2,184,0.4475,3502.127148
20240116,4,1,76,0.4075,833.6652119
20240216,2,15,7,0.03,61.58182443
20240221,6,1,94,0.3975,973.5799527
20240307,9,1,131,0.4475,1767.363295
20240124,16,19,123,0.4475,1941.440366
20240314,9,6,105,0.4275,1446.660878
20240305,11,1,68,0.4075,1575.201759
20240129,3,8,185,0.4475,1679.700404
20240112,1,13,8,0.03,132.0582355
20240305,5,3,6,0.05,46.98637294
20240108,3,1,93,0.3875,857.7406318
20240118,7,12,64,0.3875,463.1348054
20240220,3,15,8,0.03,61.61650441
20240206,13,4,73,0.3975,278.8060256
20240123,3,14,91,0.3875,860.7406318
20240314,1,18,182,0.4475,3426.236727
20240302,1,11,105,0.4275,2021.041347
20240105,3,9,68,0.3875,642.0554739
20240102,3,6,53,0.4075,491.9868203
20240204,2,15,119,0.4475,1191.636489
20240128,2,5,154,0.4475,1547.127435
20240204,2,11,138,0.4475,1381.312266
20240226,1,1,101,0.4375,1910.705717
20240304,1,4,68,0.4075,1308.582355
20240205,8,4,81,0.3875,751.5558952
20240208,3,8,78,0.4075,717.6171932
20240309,3,3,207,0.4775,1867.549917
20240111,8,4,157,0.4275,1431.535038
20240206,9,8,199,0.4975,2736.470547
20240217,13,11,221,0.4875,795.9301248
20240114,12,25,131,0.4275,1298.435858
20240207,6,19,8,0.04,70.06312155
20240301,2,18,56,0.3975,593.8182443
20240309,8,1,83,0.3875,750.5558952
20240123,5,3,74,0.3975,716.3874179
20240207,2,13,82,0.3875,834.145542
20240131,10,16,149,0.4275,1458.751494
20240227,4,3,70,0.4075,753.0986907
20240218,3,3,43,0.3875,427.3703159
20240205,12,12,8,0.03,70.856447
20240308,6,3,70,0.3875,731.9349645
20240209,12,3,70,0.3875,706.2377406
20240114,2,2,56,0.3975,597.8182443
20240225,14,18,233,0.4875,1837.914766
20240101,3,4,198,0.4875,1813.878628
20240205,8,16,89,0.3975,816.1855531
20240124,8,14,247,0.4875,2253.667686
20240125,3,3,10,0.04,80.50693424
20240112,2,18,6,0.03,47.65152036
20240216,2,10,236,0.4975,2382.272977
20240214,13,3,7,0.05,22.2927712
20240308,12,4,7,0.03,60.01981171
20240207,1,2,94,0.4075,1799.370087
20240128,1,20,204,0.4875,3836.134039
20240307,11,3,11,0.1875,263.2002932
20240222,4,22,91,0.3875,1002.798254
20240211,10,2,239,0.4975,2331.681665
20240206,7,19,9,0.04,55.8781299
20240102,6,10,95,0.3975,975.5799527
20240128,6,11,220,0.4875,2273.01989
20240225,10,5,79,0.3875,804.704773
20240207,3,3,147,0.4275,1342.782237
20240217,3,11,250,0.4975,2252.194159
20240109,14,6,136,0.4375,1075.873175
20240122,2,4,8,0.03,70.5121285
20240130,2,1,70,0.3875,724.9121973
20240208,2,1,123,0.4375,1231.357705
20240126,2,6,74,0.3875,742.7728054
20240211,12,16,84,0.3875,877.4605404
20240128,9,25,71,0.4075,978.5115194
20240215,1,17,107,0.4375,2021.041347
20240108,1,2,55,0.3975,1123.356304
20240117,12,11,106,0.4475,1063.356611
20240306,3,5,6,0.05,43.72607458
20240207,1,18,71,0.3975,1349.027565
20240123,12,4,35,0.34,355.1188703
20240114,7,3,70,0.3875,510.9031691
20240115,1,1,80,0.3975,1573.698826
20240101,2,14,70,0.3875,723.9121973
20240113,2,21,100,0.4475,1022.821319
20240106,14,4,82,0.3975,659.0463264
20240304,3,3,178,0.4375,1599.19347
20240227,5,2,56,0.3975,553.8364753
20240225,10,3,7,0.04,58.6217695
20240114,3,17,104,0.4375,974.0284257
20240219,16,10,216,0.4975,3363.460316
20240117,5,1,123,0.4275,1169.053873
20240119,1,5,68,0.4075,1348.027565
20240206,10,17,166,0.4475,1615.409546
20240118,15,13,11,0.1875,153.4258547
20240225,3,3,109,0.4275,994.9188556
20240210,13,3,8,0.03,22.8415664
20240119,3,4,218,0.4775,1967.947281
20240225,1,4,91,0.3875,1797.370087
20240130,8,4,95,0.3875,885.7623051
20240216,2,3,112,0.4275,1153.915272
20240312,8,1,55,0.3875,509.9843575
20240114,15,7,35,0.35,462.277564
20240211,6,1,112,0.4375,1146.161819
20240111,1,21,47,0.3975,899.6850433
20240303,3,2,70,0.3975,642.0554739
20240203,16,20,8,0.05,107.9689092
20240313,2,10,67,0.4075,714.9818932
20240130,4,1,115,0.4275,1223.160372
20240107,13,1,8,0.04,22.8415664
20240108,2,11,7,0.05,58.58182443
20240128,2,11,119,0.4275,1230.357705
20240123,15,2,95,0.3975,1225.406837
20240131,2,4,82,0.4075,832.145542
20240110,4,18,8,0.04,71.12070604
20240213,13,15,70,0.3875,257.5132544
20240118,5,17,9,0.04,75.5781967
20240308,12,9,92,0.3975,946.3169874
20240108,12,4,168,0.4475,1680.064634
20240228,12,13,178,0.4275,1770.594351
20240218,3,1,234,0.4975,2102.125505
20240223,3,1,69,0.4075,644.0554739
20240217,2,1,6,0.04,49.65152036
20240106,6,23,220,0.4875,2272.01989
20240119,1,2,201,0.4875,3817.411434
20240309,1,4,8,0.03,132.0582355
20240210,14,15,139,0.4375,1127.793702
20240110,7,13,161,0.4375,1171.111429
20240103,1,9,62,0.3975,1237.691934
20240213,1,4,154,0.4475,2918.726391
20240228,3,3,115,0.4275,1074.42579
20240221,2,14,9,0.04,78.44243258
20240307,1,16,167,0.4375,3145.397651
20240131,3,9,67,0.3875,644.0554739
20240210,16,3,195,0.4475,3069.401848
20240223,3,2,170,0.4275,1566.41261
20240309,1,2,74,0.3975,1403.19538
20240214,10,25,106,0.4475,1037.191851
20240210,7,4,80,0.3875,598.2203639
20240309,3,17,79,0.3975,753.3980529
20240313,9,17,98,0.4275,1353.831006
20240202,3,13,203,0.4775,1824.823843
20240211,7,20,68,0.3875,512.9031691
20240101,9,2,68,0.3975,952.7029846
20240113,2,4,80,0.4075,834.145542
20240213,9,15,130,0.4275,1754.959028
20240130,7,4,181,0.4375,1317.306754
20240109,16,20,56,0.3875,927.4477934
20240304,13,11,246,0.4975,877.5524144
20240206,2,2,214,0.4875,2166.806288
20240115,1,19,111,0.4375,2095.931768
20240110,3,8,69,0.3975,645.0554739
20240305,1,4,106,0.4275,2022.041347
20240206,3,1,115,0.4375,1048.590145
20240104,6,3,167,0.4375,1705.514917
20240218,3,6,227,0.4975,2075.28986
20240111,1,3,154,0.4475,2974.894206
20240116,2,11,100,0.4275,1000.960711
20240311,3,14,47,0.3875,428.3703159
20240130,12,3,46,0.3975,470.1584937
20240114,7,3,173,0.4275,1265.53839
20240305,16,14,79,0.3875,1297.626911
20240123,1,22,7,0.03,114.3356304
20240303,2,3,226,0.4775,2282.969937
20240126,6,4,8,0.03,70.06312155
20240108,3,18,166,0.4375,1502.796106
20240116,16,19,94,0.4075,1482.716469
20240116,15,10,8,0.04,89.49841523
20240120,1,12,141,0.4475,2698.05513
20240205,2,9,78,0.4075,822.215238
20240105,3,1,7,0.05,52.67128949
20240126,5,3,51,0.3875,504.8501023
20240308,16,24,96,0.4375,1559.837119
20240219,14,8,225,0.4775,1771.14845
20240313,16,8,82,0.3975,1296.626911
20240208,2,25,129,0.4375,1309.800138
20240116,2,17,129,0.4475,1310.800138
20240214,4,10,9,0.04,82.56652119
20240224,8,2,66,0.3875,615.3494853
20240131,12,2,189,0.4475,1867.960704
20240103,15,4,94,0.3975,1251.977813
20240308,4,10,87,0.4075,920.2317331
20240218,1,2,8,0.03,130.0582355
20240313,2,4,98,0.4075,985.1001031
20240312,3,3,191,0.4275,1719.481264
20240213,10,3,168,0.4475,1651.824059
20240311,3,2,160,0.4375,1469.015246
20240112,6,6,162,0.4375,1694.363043
20240109,15,2,8,0.05,90.49841523
20240131,8,4,79,0.3875,749.5558952
20240108,16,14,8,0.03,106.9689092
20240214,15,8,81,0.4075,1072.980983
20240224,2,21,249,0.4975,2500.436626
20240226,7,1,107,0.4475,767.8547536
20240122,2,11,6,0.05,48.65152036
20240312,2,24,124,0.4275,1253.218313
20240313,9,2,137,0.4475,1848.7889
20240310,4,18,83,0.3875,879.4484725
20240211,2,5,139,0.4375,1429.963786
20240221,1,17,98,0.4275,1910.705717
20240101,2,3,82,0.3975,854.0061502
20240129,1,24,8,0.05,131.0582355
20240121,9,16,238,0.4975,3217.024173
20240120,7,4,227,0.4775,1622.026702
20240302,1,3,7,0.04,111.3356304
20240101,1,17,80,0.3875,1573.698826
20240229,16,16,65,0.3975,1031.416703
20240314,10,13,62,0.4075,613.632208
20240110,15,4,81,0.3875,1075.980983
20240205,1,13,7,0.03,110.3356304
20240221,4,3,55,0.3975,627.7489089
20240306,2,7,95,0.3875,953.3091909
20240130,10,3,67,0.3975,690.461234
20240105,1,1,8,0.05,131.0582355
20240119,3,8,238,0.4875,2146.85158
20240129,1,16,247,0.4875,4719.096477
20240211,13,3,188,0.4475,681.3686784
20240220,6,2,8,0.04,69.06312155
20240215,10,21,212,0.4975,2085.98733
20240217,1,1,81,0.3875,1610.144036
20240311,1,22,7,0.04,114.3356304
20240208,2,13,142,0.4375,1430.963786
20240221,13,1,93,0.4075,340.6843392
20240131,3,1,81,0.3975,752.3980529
20240216,9,7,201,0.4875,2733.470547
20240120,3,5,253,0.4775,2283.029803
20240304,7,23,176,0.4275,1277.757923
20240105,2,5,69,0.3975,733.8425013
20240201,5,6,104,0.4275,995.3056555
20240111,3,20,82,0.4075,751.3980529
20240119,1,3,7,0.05,110.3356304
20240108,2,11,95,0.4075,951.3091909
20240204,3,4,59,0.3975,537.7128949
20240210,10,15,219,0.4875,2113.798215
20240110,3,11,90,0.4075,821.9597722
20240117,1,3,263,0.4975,4944.767738
20240117,1,9,68,0.3975,1346.027565
20240111,12,3,214,0.4775,2126.713222
20240314,5,2,82,0.4075,800.1628892
20240216,10,15,64,0.3975,635.8394645
20240211,7,4,70,0.3975,534.2324678
20240105,9,7,10,0.04,122.6384065
20240115,4,13,214,0.4775,2256.296072
20240313,1,7,129,0.4275,2435.938659
20240109,10,14,8,0.04,65.22539775
20240313,3,1,238,0.4875,2154.796795
20240118,12,24,237,0.4775,2361.792469
20240102,2,4,7,0.05,61.58182443
20240209,11,20,114,0.4275,2599.152907
20240201,16,2,104,0.4475,1667.806028
20240226,3,3,81,0.3875,752.3980529
20240112,1,14,99,0.4375,1911.705717
20240213,12,2,9,0.04,79.69308228
20240210,11,3,196,0.4775,4391.854911
20240211,4,1,56,0.3875,628.7489089
20240119,2,4,79,0.3875,836.145542
20240223,11,23,9,0.04,175.8001955
20240102,1,3,19,0.245,448.3425216
20240222,1,7,67,0.4075,1346.027565
20240217,1,25,45,0.3975,936.1302534
20240210,2,16,107,0.4375,1071.47284
20240217,2,4,189,0.4275,1906.618382
20240120,10,3,96,0.4475,971.9664533
20240116,2,16,200,0.4775,2005.921423
20240302,2,20,240,0.4875,2413.063889
20240201,3,19,244,0.4975,2210.468084
20240114,2,25,79,0.3975,834.145542
20240106,2,4,170,0.4375,1717.942604
20240131,2,8,92,0.4075,955.3091909
20240307,2,8,79,0.3975,832.145542
20240206,3,23,7,0.04,55.67128949
20240215,4,3,7,0.05,60.67489089
20240121,6,8,95,0.3875,974.5799527
20240218,2,12,79,0.3975,813.2849339
20240101,5,9,8,0.05,62.38092212
20240313,1,3,81,0.4075,1572.698826
20240221,1,12,204,0.4775,3854.856644
20240208,1,1,48,0.3875,953.8528585
20240122,2,19,166,0.4375,1667.291084
20240130,5,6,199,0.4975,1877.244016
20240204,1,17,131,0.4475,2546.274289
20240301,1,22,201,0.4875,3799.688829
20240101,12,21,55,0.3975,591.1981171
20240310,4,3,115,0.4275,1224.160372
20240128,3,1,80,0.3975,751.3980529
20240120,2,12,181,0.4475,1819.245645
20240201,3,13,23,0.245,216.685158
20240215,13,8,115,0.4475,425.855424
20240221,14,10,201,0.4975,1590.695289
20240308,15,6,80,0.3975,1074.980983
20240304,5,5,165,0.4375,1562.53668
20240121,4,3,68,0.3975,741.6528756
20240215,3,18,206,0.4875,1885.440347
20240212,2,1,54,0.3975,548.166724
20240121,4,25,51,0.3875,544.1823877
20240212,2,12,70,0.3875,716.9818932
20240130,8,8,6,0.03,46.73546995
20240212,6,16,124,0.4475,1290.288062
20240221,5,1,54,0.3875,534.4419261
20240204,3,10,9,0.03,73.56171932
20240314,7,9,80,0.4075,598.2203639
20240109,3,21,74,0.4075,704.6719783
20240125,12,8,178,0.4375,1781.430987
20240313,13,2,31,0.34,128.7566272
20240217,3,15,69,0.4075,646.0554739
20240128,12,1,68,0.4075,707.2377406
20240222,3,5,211,0.4975,1930.166422
20240311,4,2,79,0.3875,869.0026574
20240124,8,5,189,0.4475,1715.842046
20240101,3,2,8,0.05,60.61650441
20240311,15,11,167,0.4275,2148.961966
20240208,14,17,92,0.3975,755.1958016
20240227,5,15,79,0.3975,771.5710654
20240220,6,6,8,0.03,72.06312155
20240217,10,2,115,0.4275,1122.624505
20240127,3,3,103,0.4375,968.0832108
20240122,3,16,151,0.4275,1393.453527
20240302,3,10,103,0.4275,967.0832108
20240227,1,1,49,0.4075,974.5754635
20240114,3,2,67,0.4075,644.0554739
20240220,1,14,192,0.4275,3611.462778
20240115,11,2,175,0.4275,3931.004398
20240106,6,2,130,0.4475,1372.503059
20240122,7,2,8,0.04,50.76836366
20240118,2,1,58,0.3875,593.8182443
20240310,10,22,138,0.4275,1343.507955
20240202,1,11,214,0.4975,4023.36009
20240203,2,24,8,0.05,67.5121285
20240103,2,23,92,0.4075,933.4485828
20240203,9,3,141,0.4275,1932.214504
20240223,3,4,8,0.03,61.61650441
20240313,2,5,129,0.4275,1312.800138
20240217,2,2,45,0.3875,476.6545955
20240119,14,12,57,0.3875,469.747376
20240118,6,2,7,0.05,59.91124705
20240201,7,4,69,0.4075,509.9031691
20240215,6,3,238,0.4775,2434.449882
20240311,1,4,79,0.3975,1572.698826
20240210,6,4,6,0.04,49.75937254
20240201,3,13,8,0.03,63.61650441
20240131,3,12,199,0.4875,1824.823843
20240229,11,2,190,0.4475,4240.90474
20240213,11,19,228,0.4875,5047.355644
20240215,10,3,228,0.4775,2220.438126
20240112,16,1,64,0.4075,1015.992573
20240218,3,15,171,0.4375,1556.467395
20240110,10,10,6,0.05,47.01814125
20240301,1,21,10,0.1975,226.6712608
20240208,3,21,176,0.4475,1599.19347
20240223,12,9,80,0.3975,824.277364
20240115,3,20,187,0.4275,1680.700404
20240216,5,2,8,0.04,65.38092212
20240225,12,24,247,0.4775,2477.832092
20240109,13,3,103,0.4275,382.2698816
20240131,15,2,68,0.4075,921.5551281
20240305,6,15,190,0.4375,1960.31178
20240309,10,1,80,0.4075,806.704773
20240206,1,25,225,0.4975,4266.753956
20240101,7,1,70,0.3875,512.9031691
20240123,12,5,59,0.4075,619.708023
20240220,3,7,81,0.3975,752.3980529
20240224,3,23,7,0.05,52.67128949
20240103,11,1,117,0.4475,2620.002932
20240115,4,3,183,0.4475,1941.921618
20240123,3,12,10,0.04,80.50693424
20240204,12,16,133,0.4375,1320.109128
20240208,1,10,7,0.03,110.3356304
20240221,2,14,83,0.3875,833.145542
20240218,13,14,79,0.3975,296.0987968
20240223,13,11,105,0.4275,385.2698816
20240222,4,17,81,0.4075,878.4484725
20240211,1,1,7,0.04,111.3356304
20240118,6,2,8,0.04,70.06312155
20240113,1,20,198,0.4775,3781.966224
20240207,2,3,103,0.4475,1070.47284
20240211,3,23,8,0.03,60.61650441
20240210,3,6,9,0.05,69.56171932
20240228,12,3,71,0.3875,709.2377406
20240207,11,2,178,0.4275,3931.004398
20240127,1,20,66,0.3975,1329.30496
20240128,2,10,57,0.3875,595.8182443
20240204,6,6,54,0.4075,557.3530979
20240203,2,2,79,0.3875,833.145542
20240205,6,4,153,0.4375,1585.692423
20240114,6,15,227,0.4875,2354.234886
20240103,5,5,121,0.4275,1159.856598
20240304,6,18,7,0.04,61.91124705
20240313,11,4,175,0.4475,3931.004398
20240114,16,7,7,0.05,92.54477934
20240222,5,9,113,0.4475,1086.278401
20240213,2,7,113,0.4275,1162.845576
20240129,13,4,207,0.4875,750.3445824
20240303,7,2,9,0.03,56.8781299
20240212,3,3,9,0.03,72.56171932
20240111,13,8,79,0.4075,284.903616
20240307,5,9,208,0.4775,1938.624938
20240303,1,4,149,0.4275,2808.39076
20240229,2,1,82,0.3975,833.145542
20240306,15,7,8,0.05,89.49841523
20240220,14,16,192,0.4375,1543.620551
20240311,15,14,207,0.4975,2660.381481
20240227,1,8,164,0.4375,3162.120256
20240130,11,4,6,0.05,110.2501222
20240227,12,3,8,0.05,68.856447
20240121,2,11,128,0.4375,1298.869833
20240101,3,15,59,0.3875,554.6033247
20240215,1,6,69,0.4075,1347.027565
20240103,4,3,195,0.4975,2087.16303
20240221,5,1,55,0.3975,526.2446515
20240124,12,25,82,0.3875,828.277364
20240212,1,23,164,0.4275,3143.397651
20240126,7,4,79,0.4075,598.2203639
20240306,9,3,58,0.3875,803.2560433
20240208,3,20,186,0.4275,1691.645619
20240229,6,23,7,0.05,61.91124705
20240308,9,1,227,0.4775,3058.172965
20240112,2,1,162,0.4375,1620.639564
20240229,1,6,100,0.4375,1947.150927
20240310,2,15,68,0.4075,715.9818932
20240229,2,7,150,0.4275,1520.336523
20240308,3,3,58,0.3875,556.6033247
20240229,16,6,70,0.3875,1109.537352
20240207,7,11,82,0.3875,599.2203639
20240104,14,16,103,0.4275,847.3452768
20240130,8,9,70,0.3975,642.1907673
20240220,7,11,111,0.4275,805.4035848
20240228,3,4,223,0.4775,2041.509001
20240124,13,3,144,0.4275,527.2216896
20240212,8,19,222,0.4875,2032.990336
20240105,1,8,8,0.03,131.0582355
20240103,6,17,111,0.4475,1165.465568
20240310,16,14,107,0.4475,1698.654288
20240111,1,2,83,0.3975,1572.698826
20240101,10,3,81,0.4075,807.704773
20240119,2,4,91,0.4075,924.5182787
20240207,3,3,79,0.4075,749.3980529
20240229,13,5,8,0.05,22.8415664
20240301,1,1,64,0.4075,1293.85975
20240307,3,2,192,0.4375,1727.426479
20240131,1,6,190,0.4475,3596.740173
20240201,3,2,252,0.4775,2279.029803
20240222,4,4,144,0.4475,1545.980642
20240208,5,2,237,0.4975,2205.345901
20240105,8,4,117,0.4275,1075.651279
20240123,3,4,106,0.4375,966.0832108
20240117,7,8,175,0.4275,1279.757923
20240102,3,24,127,0.4475,1178.768369
20240306,7,5,57,0.3975,424.5859742
20240118,1,12,173,0.4475,3294.178492
20240301,3,1,7,0.03,55.67128949
20240220,3,12,95,0.4075,856.7406318
20240203,2,18,8,0.03,70.5121285
20240113,3,1,189,0.4475,1736.371694
20240109,9,8,131,0.4275,1784.767563
20240303,13,7,9,0.03,28.3903616
20240111,8,7,67,0.3875,646.1907673
20240126,1,7,71,0.3975,1346.027565
20240101,1,25,251,0.4775,4791.986897
20240311,6,1,69,0.4075,729.9349645
20240120,2,7,56,0.3975,593.8182443
20240220,8,4,74,0.4075,697.8733313
